,full_test_accs,full_test_aucs,full_test_fns,full_test_fps,full_test_null_accs,full_test_tns,full_test_tps,full_train_accs,full_train_aucs,full_train_fns,full_train_fps,full_train_null_accs,full_train_tns,full_train_tps
iter34_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter34_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter35_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter35_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter35_cv_split3,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter35_cv_split4,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter35_cv_split5,0.8888888888888888,0.8888888888888888,0,2,0.5,7,9,1.0,1.0,0,0,0.5,40,40
iter36_cv_split1,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter36_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter36_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter36_cv_split4,0.8,0.8,0,4,0.5,6,10,1.0,1.0,0,0,0.5,39,39
iter36_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter37_cv_split1,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter37_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter37_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter37_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter37_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter38_cv_split1,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter38_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter38_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter38_cv_split4,0.85,0.85,0,3,0.5,7,10,1.0,1.0,0,0,0.5,39,39
iter38_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter39_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter39_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter39_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter39_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter39_cv_split5,0.8333333333333334,0.8333333333333334,1,2,0.5,7,8,1.0,1.0,0,0,0.5,40,40
iter40_cv_split1,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter40_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter40_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter40_cv_split4,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter40_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter41_cv_split1,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter41_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter41_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter41_cv_split4,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter41_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter42_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter42_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter42_cv_split3,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter42_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter42_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter43_cv_split1,0.8,0.8,3,1,0.5,9,7,1.0,1.0,0,0,0.5,39,39
iter43_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter43_cv_split3,0.75,0.75,1,4,0.5,6,9,1.0,1.0,0,0,0.5,39,39
iter43_cv_split4,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter43_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter44_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter44_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter44_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter44_cv_split4,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter44_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter45_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter45_cv_split2,0.85,0.8500000000000001,2,1,0.5,9,8,1.0,1.0,0,0,0.5,39,39
iter45_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter45_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter45_cv_split5,0.8888888888888888,0.8888888888888888,0,2,0.5,7,9,1.0,1.0,0,0,0.5,40,40
iter46_cv_split1,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter46_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter46_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter46_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter46_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter47_cv_split1,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter47_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter47_cv_split3,0.85,0.8500000000000001,2,1,0.5,9,8,1.0,1.0,0,0,0.5,39,39
iter47_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter47_cv_split5,0.8888888888888888,0.8888888888888888,1,1,0.5,8,8,1.0,1.0,0,0,0.5,40,40
iter48_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter48_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter48_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter48_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter48_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter49_cv_split1,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter49_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter49_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter49_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter49_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter50_cv_split1,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter50_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter50_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter50_cv_split4,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter50_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter51_cv_split1,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter51_cv_split2,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter51_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter51_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter51_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter52_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter52_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter52_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter52_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter52_cv_split5,0.7222222222222222,0.7222222222222222,1,4,0.5,5,8,1.0,1.0,0,0,0.5,40,40
iter53_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter53_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter53_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter53_cv_split4,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter53_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter54_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter54_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter54_cv_split3,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter54_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter54_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter55_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter55_cv_split2,0.8,0.8,0,4,0.5,6,10,1.0,1.0,0,0,0.5,39,39
iter55_cv_split3,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter55_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter55_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter56_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter56_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter56_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter56_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter56_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter57_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter57_cv_split2,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter57_cv_split3,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter57_cv_split4,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter57_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter58_cv_split1,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter58_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter58_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter58_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter58_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter59_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter59_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter59_cv_split3,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter59_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter59_cv_split5,0.9444444444444444,0.9444444444444444,0,1,0.5,8,9,1.0,1.0,0,0,0.5,40,40
iter60_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter60_cv_split2,0.8,0.8,2,2,0.5,8,8,1.0,1.0,0,0,0.5,39,39
iter60_cv_split3,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter60_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter60_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter61_cv_split1,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter61_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter61_cv_split3,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter61_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter61_cv_split5,0.8888888888888888,0.8888888888888888,1,1,0.5,8,8,1.0,1.0,0,0,0.5,40,40
iter62_cv_split1,0.85,0.8500000000000001,2,1,0.5,9,8,1.0,1.0,0,0,0.5,39,39
iter62_cv_split2,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter62_cv_split3,0.8,0.8,0,4,0.5,6,10,1.0,1.0,0,0,0.5,39,39
iter62_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter62_cv_split5,0.8333333333333334,0.8333333333333333,2,1,0.5,8,7,1.0,1.0,0,0,0.5,40,40
iter63_cv_split1,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter63_cv_split2,0.85,0.8500000000000001,2,1,0.5,9,8,1.0,1.0,0,0,0.5,39,39
iter63_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter63_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter63_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter64_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter64_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter64_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter64_cv_split4,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter64_cv_split5,0.8888888888888888,0.8888888888888888,1,1,0.5,8,8,1.0,1.0,0,0,0.5,40,40
iter65_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter65_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter65_cv_split3,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter65_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter65_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter66_cv_split1,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter66_cv_split2,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter66_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter66_cv_split4,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter66_cv_split5,0.8888888888888888,0.8888888888888888,0,2,0.5,7,9,1.0,1.0,0,0,0.5,40,40
iter67_cv_split1,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter67_cv_split2,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter67_cv_split3,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter67_cv_split4,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter67_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter68_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter68_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter68_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter68_cv_split4,1.0,1.0,0,0,0.5,10,10,1.0,1.0,0,0,0.5,39,39
iter68_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter69_cv_split1,0.9,0.9,2,0,0.5,10,8,1.0,1.0,0,0,0.5,39,39
iter69_cv_split2,0.9,0.9,0,2,0.5,8,10,1.0,1.0,0,0,0.5,39,39
iter69_cv_split3,0.85,0.85,0,3,0.5,7,10,1.0,1.0,0,0,0.5,39,39
iter69_cv_split4,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter69_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter70_cv_split1,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter70_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter70_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter70_cv_split4,0.9,0.9,1,1,0.5,9,9,1.0,1.0,0,0,0.5,39,39
iter70_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
iter71_cv_split1,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter71_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter71_cv_split3,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter71_cv_split4,0.85,0.8500000000000001,2,1,0.5,9,8,1.0,1.0,0,0,0.5,39,39
iter71_cv_split5,1.0,1.0,0,0,0.5,9,9,1.0,1.0,0,0,0.5,40,40
iter72_cv_split1,0.7,0.7,1,5,0.5,5,9,1.0,1.0,0,0,0.5,39,39
iter72_cv_split2,0.95,0.9500000000000001,0,1,0.5,9,10,1.0,1.0,0,0,0.5,39,39
iter72_cv_split3,0.95,0.95,1,0,0.5,10,9,1.0,1.0,0,0,0.5,39,39
iter72_cv_split4,0.85,0.85,1,2,0.5,8,9,1.0,1.0,0,0,0.5,39,39
iter72_cv_split5,0.9444444444444444,0.9444444444444444,1,0,0.5,9,8,1.0,1.0,0,0,0.5,40,40
